Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight
Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-31-310,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,IMC,Descent
Non-Fatal,Substantial,Balloon,Balloon Works,FIREFLY,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,P206B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Landing
Non-Fatal,Substantial,Helicopter,Bell,47G2,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,182Q,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Piper,PA-36-375,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Beech,56TC,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Fatal(1),Destroyed,Airplane,Piper,PA-28-180,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,UNK,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Mooney,M-20C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Landing
Fatal(2),Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Go-around
Non-Fatal,Destroyed,Helicopter,Kaman,HH-43F,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Other
Non-Fatal,Substantial,Airplane,Piper,PA-60,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-60/601P,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,IMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,152II,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Beech,BE-95-C55,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Landing
Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,414,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Eagle,DW-1,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,23,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,D18S,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,IMC,Approach
Fatal(1),Destroyed,Helicopter,Robinson,R22,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Incident,Minor,Airplane,Aeronca,11AC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Beech,T-34B,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Hughes,269C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,320C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Glider,Schweizer,SGS1-260,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,J3-F65,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Helicopter,Bell,47G,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Homebuilt,PDQ-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-25-235C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,A152,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Ercoupe,415-C,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,35-B33,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Other
Fatal(2),Destroyed,Helicopter,Bell,206B,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,2.0,0.0,0.0,0.0,VMC,Approach
Fatal(1),Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Beech,B35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Piper,PA-36,1.0,Reciprocating,Part 137: Agricultural,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Fatal(1),Substantial,Airplane,Mooney,M20E,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Smith Aerostar,600,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,C-24R,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,P337H,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,B58,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Piper,PA-23,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Descent
Non-Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Descent
Non-Fatal,Destroyed,Airplane,Rockwell Intl,114,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Destroyed,Helicopter,Hiller,UH-12E,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,0.0,0.0,1.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,T188C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Incident,Minor,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Climb
Fatal(1),Destroyed,Airplane,Cessna,TR182,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Beech,E18S,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,UNK,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-23 250,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,V35B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Helicopter,Hiller,12E,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Rockwell,S-2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Cruise
Non-Fatal,Destroyed,Airplane,Rockwell,S-2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Hatz,CB-1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,U-206,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Cessna,T337C,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Approach
Non-Fatal,Minor,Airplane,Beech,95-55,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,IMC,Taxi
Non-Fatal,Substantial,Airplane,Beech,95-B55,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,IMC,Taxi
Non-Fatal,Destroyed,Airplane,Piper,PA-38-112,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Beech,F33A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,501,2.0,Turbo Jet,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182J,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,A36TC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Cessna,210G,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Cruise
Non-Fatal,Destroyed,Airplane,Piper,PA-22-150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,182B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Colonial,C-1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Approach
Fatal(2),Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Climb
Fatal(1),Destroyed,Airplane,Beech,C-45H,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Piper,PA-18-135,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Beech,B24R,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T210G,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Taxi
Fatal(1),Destroyed,Airplane,Beech,58,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Incident,Minor,Airplane,Cessna,402C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(1),Substantial,Airplane,Beech,C24R,1.0,Reciprocating,Part 91: General Aviation,1.0,0.27351323028556457,0.4613025011798018,3.3708830548926016,IMC,Landing
Fatal(1),Destroyed,Airplane,Mooney,M20K,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Descent
Fatal(1),Destroyed,Airplane,Piper,PA-18-150,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Descent
Non-Fatal,Substantial,Helicopter,Hiller,UH12E,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Piper,PA-24-260,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Takeoff
Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,180J,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(1),Destroyed,Gyrocraft,Benson,B-8M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Piper,PA-38,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,VMC,Climb
Incident,Minor,Airplane,Rockwell,NA-265-80,2.0,Turbo Jet,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Taxi
Incident,Minor,Airplane,Cessna,172F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Luscombe,8E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,A23-24,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Taxi
Non-Fatal,Substantial,Helicopter,Enstrom,F-28A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Glider,Airmate,HP-10,0.0,Unknown,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Landing
Non-Fatal,Substantial,Helicopter,Hughes,H-369HS,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Piper,PA-32R,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Robinson,R-22,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Glider,B??lkow,PHOEBUS C,0.0,Unknown,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Cessna,150M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,DGA-15P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,310B,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Snow,AT-301,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Piper,PA-38,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Rockwell,690A,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,3.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Beech,65-A90,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Incident,Minor,Airplane,Piper,PA-44,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28-201T,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
